"FAMSIZE_1979","AGE_IN_DEC_79","BORN_USYES","MOTHER_EDUC","MOTHER_EDUC_MISSING","FATHER_EDUC","FATHER_EDUC_MISSING","RACEBlack","RACEHispanic","RACEMissing","RACENative American","RACEOther","RACEWhite","SEXMALE","URBAN_RURALRURAL","URBAN_RURALURBAN","HOME_LANGUAGEYes","MOTHER_OCCUPATION201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","MOTHER_OCCUPATION260 TO 285: 260-285 SALES WORKERS","MOTHER_OCCUPATION301 TO 395: 301-395 CLERICAL AND KINDRED","MOTHER_OCCUPATION401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","MOTHER_OCCUPATION601 TO 715: 601-715 OPERATIVES AND KINDRED","MOTHER_OCCUPATION740 TO 785: 740-785 LABORERS, EXCEPT FARM","MOTHER_OCCUPATION901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","MOTHER_OCCUPATION980 TO 984: 980-984 PRIVATE HOUSEHOLD","MOTHER_OCCUPATIONFARM","MOTHER_OCCUPATIONMissing","FATHER_OCCUPATION201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","FATHER_OCCUPATION260 TO 285: 260-285 SALES WORKERS","FATHER_OCCUPATION301 TO 395: 301-395 CLERICAL AND KINDRED","FATHER_OCCUPATION401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED","FATHER_OCCUPATION580 TO 590: 580-590 ARMED FORCES","FATHER_OCCUPATION601 TO 715: 601-715 OPERATIVES AND KINDRED","FATHER_OCCUPATION740 TO 785: 740-785 LABORERS, EXCEPT FARM","FATHER_OCCUPATION801 TO 802: 801-802 FARMERS AND FARM MANAGERS","FATHER_OCCUPATION821 TO 824: 821-824 FARM LABORERS AND FOREMAN","FATHER_OCCUPATION901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","FATHER_OCCUPATIONMissing","FAMILY_INCOME_78","FAMILY_INCOME_78_MISSING","POVSTATUS_78Missing","POVSTATUS_78NOT IN POVERTY","AFQT","Y"
6,15.0833333333333,1,14,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,60,2850
4,16,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17500,0,0,1,23,383150
5,18.75,1,12,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,4,-1000
4,16.9166666666667,1,10,0,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9500,0,0,1,30,9000
3,20.9166666666667,1,13,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,21,64275
3,21,1,14,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,53,638325
5,17,1,16,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,26,32150
5,20.8333333333333,1,16,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,25,383105
5,14.1666666666667,1,16,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,29,-11600
5,17.3333333333333,1,11,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12500,0,0,1,23,153000
5,15.5833333333333,1,11,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12500,0,0,1,11,154150
4,15.25,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,7,31000
4,14.3333333333333,1,11,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,12,28171.5
4,14.3333333333333,1,11,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,2,-144486.5
6,16.0833333333333,1,12,0,8,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,30,104050
7,20.5833333333333,1,9,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,8,145000
7,16.6666666666667,1,9,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,10,2700
3,18.9166666666667,1,9,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37500,0,0,1,36,2099437.5
5,14.9166666666667,1,8,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,1,-850
5,21.8333333333333,1,7,0,7,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,35,1500
5,20.8333333333333,1,11,0,13,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,53,324500
9,18.8333333333333,1,7,0,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,20,-3000
9,17.6666666666667,1,7,0,10,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17500,0,0,1,8,49962.5
9,14.5833333333333,1,7,0,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17500,0,0,1,12,18586
9,17.25,1,14,0,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,28,2500
8,17.9166666666667,1,14,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5500,0,0,0,12,33000
8,15.4166666666667,1,14,0,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5500,0,0,0,14,350
9,20,1,14,0,17,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,77,1221239.5
9,19,1,14,0,16,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,34,292847.5
9,14.0833333333333,1,16,0,16,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,76,673000
1,18.8333333333333,0,8,0,12,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17420.7361516035,1,1,0,49,2088065
1,21.1666666666667,1,12,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,80,83350
1,19.75,1,16,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17420.7361516035,1,1,0,53,265250
1,18.6666666666667,1,14,0,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,70,31880
3,21.0833333333333,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17420.7361516035,1,1,0,9,16500
5,15.25,1,6,0,9,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22500,0,0,1,10,0
6,15.9166666666667,1,7,0,10,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37500,0,0,1,28,975815.5
3,19.6666666666667,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5500,0,0,1,34,14125
2,18.5833333333333,1,7,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,1,1,32000
2,21.5,1,13,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,10,0
3,21.8333333333333,1,5,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17420.7361516035,1,1,0,8,4300
5,17.5833333333333,1,12,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9500,0,0,1,11,278500
5,17.25,1,11,0,11,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6500,0,0,0,16,0
4,14.75,1,11,0,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22500,0,0,1,20,236000
6,19.5833333333333,1,11,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6500,0,0,0,41,49700
6,17.75,1,11,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9500,0,0,1,1,3000
6,17,1,11,0,11,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9500,0,0,1,1,0
3,15.0833333333333,1,11,0,10.9474264705882,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,13,347038
3,19.0833333333333,1,12,0,10.9474264705882,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,42,750
4,16.4166666666667,1,12,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8500,0,0,1,12,33900
5,14.1666666666667,1,11,0,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17500,0,0,1,12,45000
8,16.5,1,11,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,13,68500
3,14.6666666666667,1,3,0,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,1,4,0
8,16.5833333333333,1,3,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,21,782500
9,20,1,12,0,10.9474264705882,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,1,13700
5,18.6666666666667,1,12,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,0,6,34700
2,21.4166666666667,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,21,0
7,18.5833333333333,1,11,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9500,0,0,0,15,234.5
4,14.5833333333333,1,11,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,8,1375
2,19.8333333333333,1,7,0,10.9474264705882,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17500,0,0,1,10,0
6,17,1,5,0,5,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37500,0,0,1,18,308000
7,16.1666666666667,1,11,0,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,30,1394284
8,15,0,3,0,10.9474264705882,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8500,0,0,0,1,135250
7,17.25,1,10,0,10,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,12,1250
7,16.9166666666667,1,9,0,9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,9,127200
7,14.1666666666667,1,9,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,14,256000
4,16.5833333333333,1,14,0,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,65,1408100
5,21.75,1,8,0,9,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,48,1500
5,20.4166666666667,1,8,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12500,0,0,1,16,13075
3,17.3333333333333,1,10.8690857046641,1,10.9474264705882,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,1,38250
3,16.8333333333333,1,8,0,10.9474264705882,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,20,186483
4,15.1666666666667,1,9,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,0,1,0
4,21.1666666666667,0,2,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,1,690500
5,19,0,8,0,8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17500,0,0,1,46,118000
6,14.4166666666667,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,7,61550
9,16.8333333333333,1,9,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,5,0
9,14.5,1,10.8690857046641,1,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,1,14550
6,21.25,1,12,0,11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17500,0,0,1,24,183142.5
2,17.5833333333333,1,12,0,14,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9500,0,0,1,83,607441.5
6,17.75,1,12,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,17420.7361516035,1,1,0,37,123250
2,18.8333333333333,1,12,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5500,0,0,1,7,15400
4,17,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12500,0,0,1,21,2500
8,21,1,12,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,24,0
8,14.0833333333333,1,8,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,6,92100
8,14.0833333333333,1,12,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22500,0,0,1,6,89300
4,15.4166666666667,1,9,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,32,390750.5
1,19.4166666666667,0,4,0,7,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3500,0,0,0,5,202254.5
2,21.5,0,8,0,9,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,17,124100
9,18.8333333333333,1,8,0,9,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,14,-850
9,18,1,8,0,9,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37500,0,0,1,13,76528
5,16.4166666666667,1,9,0,12,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,41,202200
5,16.4166666666667,1,9,0,13,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37500,0,0,1,30,125900
5,15.5833333333333,1,9,0,10.9474264705882,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37500,0,0,1,32,337000
4,19.5833333333333,1,12,0,12,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22500,0,0,1,58,0
4,19.1666666666667,1,9,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,17420.7361516035,1,1,0,40,19500
4,17.5,1,12,0,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17500,0,0,1,46,-25365
4,15.3333333333333,1,12,0,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,30,65
5,17.75,1,12,0,12,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22500,0,0,1,64,64110
4,17.4166666666667,1,9,0,10.9474264705882,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,1,16,7200
5,15.8333333333333,1,9,0,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7500,0,0,0,46,470250
1,20.5,0,12,0,12,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,20,5350
3,17.0833333333333,1,10.8690857046641,1,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,37500,0,0,1,1,256.5
6,19.75,1,14,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37500,0,0,1,48,69782.5
6,19,1,14,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22500,0,0,1,74,337750
6,16.9166666666667,1,16,0,14,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22500,0,0,1,27,17250
2,21.3333333333333,1,4,0,9,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,19,-12250
3,21.4166666666667,1,12,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,42,333314
2,15.75,1,12,0,14,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,22500,0,0,1,39,263198
4,21.1666666666667,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,24,100600
9,18.5833333333333,0,4,0,4,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17500,0,0,1,17,631900
3,21.1666666666667,1,12,0,12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,38,273000
5,21.25,1,10,0,5,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,18,-11788
4,15.9166666666667,1,15,0,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17500,0,0,1,21,7553.5
5,16.1666666666667,1,10,0,12,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2500,0,0,0,2,0
5,15.4166666666667,1,10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2500,0,0,0,4,0
4,15.75,1,9,0,10.9474264705882,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,1,40,242200
6,20.9166666666667,1,6,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,22500,0,0,1,46,9050
1,18.9166666666667,1,12,0,12,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17420.7361516035,1,1,0,21,88085
4,15.4166666666667,1,12,0,12,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,14,-7061.5
5,19.4166666666667,1,5,0,8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3500,0,0,0,24,68859
5,16.0833333333333,1,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,8,-10500
5,15.0833333333333,1,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17420.7361516035,1,1,0,26,5500
7,15.9166666666667,1,12,0,10,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6500,0,0,0,20,0
5,15.5,1,8,0,10.9474264705882,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4500,0,0,0,2,0
6,20,0,10.8690857046641,1,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0,0,0,4,190850
8,17.25,0,3,0,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,47,254600
3,18.5833333333333,1,6,0,6,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12500,0,0,1,7,2400.5
6,16.5833333333333,1,10.8690857046641,1,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17500,0,0,1,25,-33160
7,16,1,3,0,8,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,12500,0,0,1,43,86500
5,18,1,12,0,12,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37500,0,0,1,58,90000
5,16,1,12,0,12,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,37500,0,0,1,19,16500
4,19.8333333333333,1,4,0,8,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17420.7361516035,1,1,0,20,109700
6,17.5,1,11,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,37500,0,0,1,14,200
